Gene_name_canonical,consensus graph-based annotation (this study),Leiden cluster label (this study),Ground truth (ML6.0),"Itzhak et al. 2016, compartment","Itzhak et al. 2016, global"
RPL22L1,nucleus,120,ribosome,Large Protein Complex,Organellar and Cytosolic
SCAF8,nucleus,120,,Large Protein Complex,Broad distribution
SF3A1,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
SF3A3,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
SF3B1,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
SF3B6,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
SMU1,nucleus,120,,Large Protein Complex,Broad distribution
SNRPA1,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
SNRPB2,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
SNRPD2,nucleus,120,,Large Protein Complex,Broad distribution
SNRPF,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
SNW1,nucleus,120,,Large Protein Complex,Mostly Nuclear
SRSF2,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
U2AF2,nucleus,120,,Large Protein Complex,Broad distribution
WDR82,nucleus,120,,Large Protein Complex,Nuclear and Cytosolic
ZC3H13,nucleus,120,,Large Protein Complex,Mostly Nuclear
ARHGAP18,cytosol,121,,Large Protein Complex,Mostly Cytosolic
AUTS2,cytosol,121,,,
C1orf52,cytosol,121,,,Mostly Cytosolic
CA13,cytosol,121,,,
CAND2,cytosol,121,,,
CASP10,cytosol,121,,,Mostly Cytosolic
GAMT,cytosol,121,,,Mostly Cytosolic
GFUS,cytosol,121,,No Prediction,Mostly Cytosolic
GPALPP1,cytosol,121,,,Nuclear and Cytosolic
GPCPD1,cytosol,121,,,Mostly Cytosolic
HSPBP1,cytosol,121,,Large Protein Complex,Mostly Cytosolic
IFIT5,cytosol,121,,,Mostly Cytosolic
JPT1 (J3KSH8),cytosol,121,,Large Protein Complex,Mostly Cytosolic
KBTBD4,cytosol,121,,,Mostly Cytosolic
NOLC1 (S4R341),nucleolus,121,,Large Protein Complex,Nuclear and Cytosolic
PANK1,cytosol,121,,,Mostly Cytosolic
PBK,cytosol,121,,Large Protein Complex,Mostly Cytosolic
QNG1,cytosol,121,,,Mostly Cytosolic
RCCD1,cytosol,121,,,Mostly Cytosolic
RGS10,cytosol,121,,,Mostly Cytosolic
RPS6KA3,cytosol,121,,Large Protein Complex,Mostly Cytosolic
SESTD1,cytosol,121,,,Mostly Cytosolic
SHTN1,cytosol,121,,Large Protein Complex,Mostly Cytosolic
SSNA1,cytosol,121,centrosome,,Mostly Cytosolic
STK39 (X5DP03),cytosol,121,,,
SULT1A1,cytosol,121,,,Mostly Cytosolic
TRIM65,cytosol,121,,,Mostly Cytosolic
TUBB6 (K7ES63),cytosol,121,,Large Protein Complex,Mostly Cytosolic
VPS33B,cytosol,121,,Large Protein Complex,Broad distribution
WDTC1,cytosol,121,,,Mostly Cytosolic
ACTR1A,unclassified,122,,Large Protein Complex,Broad distribution
ACTR1B,cytosol,122,,Large Protein Complex,Mostly Cytosolic
ALDOA (V9HWN7),cytosol,122,,Plasma membrane,Broad distribution
ALDOC,cytosol,122,plasma membrane,Plasma membrane,Organellar and Cytosolic
CALM3,unclassified,122,,,
CEP83,unclassified,122,centrosome,,Broad distribution
CETN2,unclassified,122,centrosome,Large Protein Complex,Nuclear and Cytosolic
CSNK2A1,cytosol,122,,Large Protein Complex,Nuclear and Cytosolic
CSNK2A2,cytosol,122,,Large Protein Complex,Nuclear and Cytosolic
DCTN1,unclassified,122,,Large Protein Complex,Broad distribution
DCTN2,unclassified,122,,Large Protein Complex,Broad distribution
DCTN4,unclassified,122,,Endosome,Broad distribution
DDT,cytosol,122,,Large Protein Complex,Mostly Cytosolic
EEF2,cytosol,122,,Large Protein Complex,Organellar and Cytosolic
EHBP1,cytosol,122,,,Mostly Cytosolic
EIF5A,unclassified,122,,Large Protein Complex,Organellar and Cytosolic
FBXO17,unclassified,122,,,Mostly Cytosolic
FHL1 (Q53FI7),nucleus,122,,,Mostly Cytosolic
GID8,unclassified,122,,Large Protein Complex,Mostly Cytosolic
LANCL2,unclassified,122,,Large Protein Complex,Broad distribution
MVB12A,unclassified,122,,Large Protein Complex,Organellar and Cytosolic
NME1,cytosol,122,,Golgi,Broad distribution
PICK1,cytosol,122,,,
PIN1,cytosol,122,,Large Protein Complex,Nuclear and Cytosolic
PTMA,cytosol,122,,No Prediction,Mostly Cytosolic
RANBP9,cytosol,122,,Large Protein Complex,Mostly Cytosolic
RPGRIP1L,unclassified,122,,,Mostly Cytosolic
STK25,unclassified,122,,Endosome,Broad distribution
STMN1 (P16949),cytosol,122,,Large Protein Complex,Mostly Cytosolic
TAX1BP3,unclassified,122,,Large Protein Complex,Broad distribution
ANAPC11,unclassified,123,,,Nuclear and Cytosolic
ASH1L,nucleus,123,,,Mostly Nuclear
CHKA,cytosol,123,,,Mostly Cytosolic
EAF1,unclassified,123,,,Nuclear and Cytosolic
EWSR1 (H7BY36),nucleus,123,,Large Protein Complex,Broad distribution
FAAP20,unclassified,123,,,Mostly Cytosolic
FBXL19,unclassified,123,,,Mostly Nuclear
GREB1L,unclassified,123,,,Mostly Cytosolic
HSF2,nucleus,123,,,Mostly Nuclear
ILKAP,unclassified,123,,Large Protein Complex,Nuclear and Cytosolic
KIAA1958,unclassified,123,,,Mostly Organellar
LCORL (A0A1B0GVP4),nucleus,123,,,Mostly Nuclear
MRFAP1L2,cytosol,123,,,
PCBP2 (F8W0G4),unclassified,123,stress granule,Large Protein Complex,Organellar and Cytosolic
PHF23,unclassified,123,,,Nuclear and Cytosolic
POLR2K,unclassified,123,,,Nuclear and Cytosolic
PPFIBP2,cytosol,123,,,
PPM1H,unclassified,123,,Large Protein Complex,Organellar and Cytosolic
RBM20,unclassified,123,,,
SSBP4,nucleus,123,,,Organellar and Cytosolic
SUPT4H1,unclassified,123,,,Nuclear and Cytosolic
SYNE3,nucleus,123,,,Mostly Nuclear
TPPP,nucleus,123,,,
XPO6,cytosol,123,,,Mostly Cytosolic
ZCCHC12,nucleus,123,,,
ZKSCAN2,unclassified,123,,,
ZNF324,unclassified,123,,,Mostly Nuclear
ZNF608,unclassified,123,,,
ZNF704,unclassified,123,,,
ZNF747,unclassified,123,,,
ARRB2,unclassified,124,,Large Protein Complex,Organellar and Cytosolic
B2RDE8[p],unclassified,124,,,
CDK17,unclassified,124,,Ergic/cisGolgi,Organellar and Cytosolic
DUSP19,unclassified,124,,,Mostly Cytosolic
DYNC1H1,unclassified,124,,Large Protein Complex,Organellar and Cytosolic
DYNC1I2 (A0A140VKE9),unclassified,124,,Large Protein Complex,Organellar and Cytosolic
DYNC1LI1,unclassified,124,,Large Protein Complex,Organellar and Cytosolic
DYNLRB1,unclassified,124,,Large Protein Complex,Organellar and Cytosolic
FAM216A,unclassified,124,,,
GNG10,plasma_membrane,124,,,Mostly Organellar
MAGI1,unclassified,124,,,
NDE1,unclassified,124,,Large Protein Complex,Organellar and Cytosolic
OBSL1,unclassified,124,,Large Protein Complex,Organellar and Cytosolic
PAFAH1B1,unclassified,124,,Large Protein Complex,Mostly Cytosolic
PHF8,nucleus,124,,,Mostly Nuclear
PHLDB3,unclassified,124,,,Organellar and Cytosolic
PLEKHA5,actin_cytoskeleton,124,,Large Protein Complex,Organellar and Cytosolic
PREP,cytosol,124,,Large Protein Complex,Mostly Cytosolic
RBX1,unclassified,124,,Large Protein Complex,Nuclear and Cytosolic
RIOK1,nucleus,124,,Large Protein Complex,Mostly Cytosolic
RPL26,nucleus,124,ribosome,Large Protein Complex,Organellar and Cytosolic
SBF1,unclassified,124,,Large Protein Complex,Organellar and Cytosolic
SMAD3,unclassified,124,,,Broad distribution
SNX5,unclassified,124,,Endosome,Organellar and Cytosolic
TCAF1,unclassified,124,,Large Protein Complex,Nuclear and Cytosolic
TCEAL8,nucleus,124,,,
TP53 (B6E4X6),unclassified,124,,,
USP7,nucleus,124,,Large Protein Complex,Nuclear and Cytosolic
ZNHIT3,nucleus,124,,,Nuclear and Cytosolic
ZRANB3,unclassified,124,,,
ARHGAP12,actin_cytoskeleton,125,,Golgi,Organellar and Cytosolic
ATF7IP,actin_cytoskeleton,125,,,Nuclear and Cytosolic
B4DF11[p],plasma_membrane,125,,,
BCL7A,actin_cytoskeleton,125,,,Mostly Nuclear
CAP1 (B4DNA3),actin_cytoskeleton,125,,Large Protein Complex,Mostly Cytosolic
CAP2,actin_cytoskeleton,125,,Large Protein Complex,Mostly Cytosolic
COBL,actin_cytoskeleton,125,actin-binding_protein,Actin binding proteins,Broad distribution
EVL,actin_cytoskeleton,125,,Large Protein Complex,Broad distribution
FBXO30,actin_cytoskeleton,125,,,Mostly Cytosolic
FLII (J3KS54),actin_cytoskeleton,125,,Large Protein Complex,Mostly Cytosolic
GPHN,actin_cytoskeleton,125,,,Mostly Cytosolic
LMOD1,actin_cytoskeleton,125,,,
LRRFIP1,actin_cytoskeleton,125,,Large Protein Complex,Mostly Cytosolic
MRTFA (A4FUJ8),actin_cytoskeleton,125,,,Mostly Cytosolic
MRTFA (W0Z7M9),actin_cytoskeleton,125,,,Mostly Cytosolic
MRTFB,actin_cytoskeleton,125,,,Mostly Cytosolic
PDCL3,actin_cytoskeleton,125,,Large Protein Complex,Mostly Cytosolic
PFN1,actin_cytoskeleton,125,,Large Protein Complex,Mostly Cytosolic
PFN2,cytosol,125,,,Mostly Cytosolic
PFN3,actin_cytoskeleton,125,,,
PHACTR2,actin_cytoskeleton,125,,,Broad distribution
PHACTR4,actin_cytoskeleton,125,,,Broad distribution
SCAND1,cytosol,125,,,Mostly Cytosolic
SNAPC1,actin_cytoskeleton,125,,,Nuclear and Cytosolic
TUBGCP5,actin_cytoskeleton,125,centrosome,Large Protein Complex,Organellar and Cytosolic
TUBGCP6,actin_cytoskeleton,125,centrosome,Large Protein Complex,Mostly Organellar
WASF3,actin_cytoskeleton,125,,,
WASL,actin_cytoskeleton,125,,Large Protein Complex,Organellar and Cytosolic
WIPF1,actin_cytoskeleton,125,,Large Protein Complex,Organellar and Cytosolic
WIPF2,actin_cytoskeleton,125,,Large Protein Complex,Organellar and Cytosolic
API5 (Q9BZZ5),nucleus,126,,Large Protein Complex,Broad distribution
B4DM08[p],mitochondrion,126,,,
BUD31,nucleus,126,,Large Protein Complex,Broad distribution
CHAMP1,nucleus,126,,,Mostly Nuclear
COA5,nucleus,126,,Golgi,Organellar and Cytosolic
CSNK1A1 (A0A590UJ43),nucleus,126,,Large Protein Complex,Broad distribution
EXOSC6,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
FANCD2,nucleus,126,,,Nuclear and Cytosolic
GANAB (E9PKU7),ER,126,ER,ER,Mostly Organellar
GTF3C1,nucleus,126,,Large Protein Complex,Mostly Nuclear
GTF3C2,nucleus,126,,Large Protein Complex,Mostly Nuclear
GTF3C3,nucleus,126,,Large Protein Complex,Mostly Nuclear
HDAC1,nucleus,126,,Large Protein Complex,Mostly Nuclear
HMGB1,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
HSPA6,nucleus,126,,ER_high_curvature,Organellar and Cytosolic
MCM3,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
MCM4,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
MCM5,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
MCM6,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
MCM7,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
MED15,nucleus,126,,Large Protein Complex,Broad distribution
MRE11,nucleus,126,,Large Protein Complex,Mostly Nuclear
MSH2,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
NDC80,cytosol,126,,Large Protein Complex,Organellar and Cytosolic
RBBP7,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
RFC4,nucleus,126,,Large Protein Complex,Broad distribution
RFC5,nucleus,126,,Large Protein Complex,Broad distribution
SKP1,nucleus,126,,Large Protein Complex,Nuclear and Cytosolic
STAG2,nucleus,126,,Large Protein Complex,Mostly Nuclear
YY1,nucleus,126,,No Prediction,Mostly Nuclear
A0A384MDX9[p];B4E0X8[p],nucleus,127,,,
CCAR1,nucleus,127,,Large Protein Complex,Broad distribution
CDKN2AIP,nucleus,127,,Large Protein Complex,Broad distribution
CIRBP,nucleus,127,stress granule,Large Protein Complex,Broad distribution
DAZAP1,nucleus,127,stress granule,Large Protein Complex,Broad distribution
EWSR1 (B0QYK0),nucleus,127,,Large Protein Complex,Broad distribution
FAM98B,nucleus,127,,Large Protein Complex,Broad distribution
FUS,nucleus,127,stress granule,Large Protein Complex,Mostly Nuclear
HNRNPLL,nucleus,127,,Large Protein Complex,Broad distribution
KHSRP,nucleus,127,stress granule,Large Protein Complex,Broad distribution
NCBP2,nucleus,127,,Large Protein Complex,Nuclear and Cytosolic
NCL (H7BY16),nucleus,127,,Large Protein Complex,Broad distribution
NSMCE3,nucleus,127,,,Mostly Nuclear
PDS5A,nucleus,127,,Large Protein Complex,Mostly Nuclear
POLB,nucleus,127,,Large Protein Complex,Broad distribution
RBM10 (Q7Z3D7),nucleus,127,,Large Protein Complex,Mostly Nuclear
RBM3,nucleus,127,,Large Protein Complex,Broad distribution
RBM4,nucleus,127,,Large Protein Complex,Broad distribution
RIOX2 (A0A6M8YHF9),nucleus,127,,Large Protein Complex,Broad distribution
SARNP,nucleus,127,,Large Protein Complex,Broad distribution
SCAF4,nucleus,127,,Large Protein Complex,Mostly Nuclear
SNRNP70,nucleus,127,,Large Protein Complex,Mostly Nuclear
SRSF1,nucleus,127,stress granule,Large Protein Complex,Broad distribution
SRSF3,nucleus,127,,Large Protein Complex,Broad distribution
SRSF5,nucleus,127,,Large Protein Complex,Broad distribution
SRSF6,nucleus,127,,Large Protein Complex,Nuclear and Cytosolic
SRSF7,nucleus,127,,Large Protein Complex,Mostly Nuclear
TAF15,nucleus,127,,Large Protein Complex,Broad distribution
TIAL1,nucleus,127,stress granule,Large Protein Complex,Broad distribution
TRA2B,nucleus,127,,Large Protein Complex,Mostly Nuclear
ABCF2,translation,128,,Large Protein Complex,Organellar and Cytosolic
C7orf50,translation,128,,Large Protein Complex,Broad distribution
CCDC66,translation,128,,,
CENPE,translation,128,,Large Protein Complex,Mostly Organellar
EIF2S1,translation,128,,Large Protein Complex,Organellar and Cytosolic
EIF2S3,translation,128,,Large Protein Complex,Organellar and Cytosolic
FARSA,translation,128,,Large Protein Complex,Organellar and Cytosolic
FAU,translation,128,,Large Protein Complex,Organellar and Cytosolic
GEMIN7,stress_granule,128,,Large Protein Complex,Organellar and Cytosolic
HYPK (A0A024R5Q1),translation,128,,Large Protein Complex,Mostly Cytosolic
MAGEB2,translation,128,,Large Protein Complex,Mostly Organellar
MAP4,translation,128,,Large Protein Complex,Organellar and Cytosolic
MED31,nucleus,128,,Large Protein Complex,Mostly Nuclear
NCAPD3,translation,128,,Large Protein Complex,Broad distribution
PA2G4,translation,128,,Large Protein Complex,Organellar and Cytosolic
RNF10,translation,128,,Large Protein Complex,Organellar and Cytosolic
RPL29,translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPL31,translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPL35,translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPL8,translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPP25L,stress_granule,128,,,Organellar and Cytosolic
RPS10 (A0A1W2PQS6),translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS23,stress_granule,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS25,translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS27,translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RPS5,translation,128,ribosome,Large Protein Complex,Organellar and Cytosolic
RSBN1,translation,128,,,Mostly Nuclear
STAU1,translation,128,stress granule,Large Protein Complex,Organellar and Cytosolic
ZC3H4,translation,128,,Large Protein Complex,Nuclear and Cytosolic
A8K1J3[p],cytosol,129,,,
AACS,cytosol,129,,Large Protein Complex,Mostly Cytosolic
AAMDC,cytosol,129,,,Mostly Cytosolic
ANKRD49,cytosol,129,,,Mostly Cytosolic
APIP,cytosol,129,,,Mostly Cytosolic
ASMTL,cytosol,129,,,Mostly Cytosolic
C4orf46,cytosol,129,,,
CIAO1,cytosol,129,,Large Protein Complex,Mostly Cytosolic
DNAJC24,cytosol,129,,,Organellar and Cytosolic
DTWD2,cytosol,129,,,Mostly Cytosolic
FAM53C,cytosol,129,,,
FBXW9,cytosol,129,,,
GBF1 (A0A7P0RGV0),cytosol,129,,Large Protein Complex,Mostly Cytosolic
GDPGP1,cytosol,129,,,Mostly Cytosolic
GYG1 (B2R5R5),cytosol,129,,No Prediction,Mostly Organellar
JMY,cytosol,129,,,Mostly Cytosolic
LDHC,cytosol,129,,,
MAP3K6,cytosol,129,,,Organellar and Cytosolic
MT2A,cytosol,129,,,
NTMT1,cytosol,129,,Large Protein Complex,Mostly Cytosolic
PBLD,cytosol,129,,,Mostly Cytosolic
PEF1,cytosol,129,,,Mostly Cytosolic
Q59HD5[p],cytosol,129,,,
RASSF2,cytosol,129,,,
RNF31,cytosol,129,,,Mostly Cytosolic
RPUSD2,cytosol,129,,Large Protein Complex,Mostly Cytosolic
SAE1,cytosol,129,,No Prediction,Mostly Cytosolic
UBR1,cytosol,129,,,Mostly Cytosolic
ZFAND1,cytosol,129,,,Mostly Cytosolic
ACP1 (Q59EH3),cytosol,130,,Large Protein Complex,Mostly Cytosolic
CHN1,cytosol,130,,,
CTU2,cytosol,130,,,Mostly Cytosolic
DPH3,cytosol,130,,,Mostly Cytosolic
EEF1D (E9PK06),cytosol,130,,Large Protein Complex,Organellar and Cytosolic
ELP4,cytosol,130,,,Mostly Cytosolic
ENOPH1,cytosol,130,,,Mostly Cytosolic
FNTB,cytosol,130,,,Mostly Cytosolic
H2AC14,cytosol,130,,,
INPP5F,cytosol,130,,,Mostly Cytosolic
L3HYPDH,cytosol,130,,,Mostly Cytosolic
LPIN1,cytosol,130,,,Mostly Cytosolic
MIEN1,cytosol,130,,,Mostly Cytosolic
MVK,cytosol,130,,Large Protein Complex,Broad distribution
NQO2,cytosol,130,,Large Protein Complex,Mostly Cytosolic
NT5DC1,cytosol,130,,No Prediction,Mostly Cytosolic
PGM2L1,cytosol,130,,,Mostly Cytosolic
PMS2CL,cytosol,130,,,Nuclear and Cytosolic
PMVK,cytosol,130,,,Mostly Cytosolic
PPM1A,cytosol,130,,,Mostly Cytosolic
RAD51B,cytosol,130,,,
RNF113A,cytosol,130,,,Mostly Cytosolic
SEPHS2,cytosol,130,,,Organellar and Cytosolic
TMSB10,cytosol,130,,Large Protein Complex,Mostly Cytosolic
TUBA4A,cytosol,130,,Large Protein Complex,Mostly Cytosolic
TYW3,cytosol,130,,,Mostly Cytosolic
UBAC1,cytosol,130,,,Mostly Cytosolic
UROS,cytosol,130,,,Mostly Cytosolic
XPNPEP1 (B4E2P4),cytosol,130,,Large Protein Complex,Mostly Cytosolic
AFG2B,nucleus,131,,Large Protein Complex,Organellar and Cytosolic
ATAD5,nucleus,131,,,Mostly Nuclear
B4DYZ1[p],nucleus,131,,,
BBX (C9JA69),nucleus,131,,,Mostly Nuclear
BRCA1,nucleus,131,,,Mostly Nuclear
CKAP2L,nucleus,131,,Large Protein Complex,Mostly Organellar
FLJ40629,nucleus,131,,,
HCFC1 (P51610),nucleus,131,,Large Protein Complex,Mostly Nuclear
INTS10,nucleus,131,,,Mostly Nuclear
INTS12,nucleus,131,,Large Protein Complex,Mostly Nuclear
INTS6,nucleus,131,,,Mostly Nuclear
INTS7,nucleus,131,,Large Protein Complex,Nuclear and Cytosolic
INTS9,nucleus,131,,,Mostly Nuclear
MCM10,nucleus,131,,,Mostly Nuclear
MED28,nucleus,131,,,Mostly Nuclear
MORC2,nucleus,131,,Large Protein Complex,Mostly Nuclear
MSL3,nucleus,131,,,Mostly Nuclear
NCAPH2,nucleus,131,,Large Protein Complex,Mostly Nuclear
NOL4L,nucleus,131,,,Mostly Nuclear
RPP14,cytosol,131,,,Nuclear and Cytosolic
S100PBP,nucleus,131,,,Nuclear and Cytosolic
SETX,nucleus,131,,Large Protein Complex,Broad distribution
TAF1D,nucleus,131,,,Mostly Nuclear
THAP12,nucleus,131,,,Nuclear and Cytosolic
TOX4,nucleus,131,,Large Protein Complex,Mostly Nuclear
ZFC3H1,nucleus,131,,Large Protein Complex,Mostly Nuclear
ZNF574,nucleus,131,,,Broad distribution
ZNF592,nucleus,131,,,Mostly Nuclear
ZNF689,nucleus,131,,,Mostly Nuclear
ATXN3,cytosol,132,,,Mostly Cytosolic
B3KXX7[p],cytosol,132,,,
BLVRA,cytosol,132,,Large Protein Complex,Mostly Cytosolic
BRCC3 (A0A087WZR3),cytosol,132,,,Broad distribution
CTNNBIP1,cytosol,132,,,Mostly Cytosolic
CUEDC1,cytosol,132,,,Mostly Cytosolic
DUSP3,cytosol,132,,Large Protein Complex,Mostly Cytosolic
EVI5L,cytosol,132,,,Mostly Cytosolic
FBXL3,cytosol,132,,,Mostly Cytosolic
HPCAL4,cytosol,132,,,
ITPK1,cytosol,132,,,Broad distribution
KIF3B,cytosol,132,,,Nuclear and Cytosolic
KNL1 (Q05C46),cytosol,132,,Large Protein Complex,Nuclear and Cytosolic
LPIN3,cytosol,132,,,Mostly Cytosolic
NBEA,cytosol,132,,,
NFKBIE,cytosol,132,,,Mostly Cytosolic
PASK,cytosol,132,,,Mostly Cytosolic
PPCDC,cytosol,132,,,Mostly Cytosolic
PPP2R5C (G3V292),cytosol,132,,,Nuclear and Cytosolic
PPP4R3A,cytosol,132,,,Mostly Cytosolic
SPC24,cytosol,132,,Large Protein Complex,Nuclear and Cytosolic
TNIP1,cytosol,132,,,Mostly Cytosolic
TPM3 (J3KN67),actin_cytoskeleton,132,,Golgi,Mostly Cytosolic
TRMT10A,cytosol,132,,Large Protein Complex,Mostly Cytosolic
UBE2V2,cytosol,132,,Large Protein Complex,Mostly Cytosolic
UGDH,cytosol,132,,Large Protein Complex,Mostly Cytosolic
VGLL4,cytosol,132,,,Nuclear and Cytosolic
WHAMM,cytosol,132,,,
ADARB1,unclassified,133,,Large Protein Complex,Mostly Nuclear
AIG1,unclassified,133,,,
ANAPC2,unclassified,133,,,Broad distribution
ANK1,unclassified,133,,,
C15orf40,unclassified,133,,Large Protein Complex,Broad distribution
CCNJ,unclassified,133,,,
CHTF8,unclassified,133,,Large Protein Complex,Organellar and Cytosolic
DYNLL2,unclassified,133,,Large Protein Complex,Broad distribution
ENY2,unclassified,133,,Large Protein Complex,Nuclear and Cytosolic
ING3,nucleus,133,,,Mostly Nuclear
MAPRE2 (K7ERD8),unclassified,133,,,Mostly Cytosolic
MED30,unclassified,133,,Large Protein Complex,Mostly Nuclear
METTL18,unclassified,133,,,Mostly Nuclear
NAB2,unclassified,133,,,Nuclear and Cytosolic
OARD1,unclassified,133,,Large Protein Complex,Broad distribution
OGT (Q9H5T3),unclassified,133,,Large Protein Complex,Nuclear and Cytosolic
PCGF6,unclassified,133,,,Nuclear and Cytosolic
PELO,unclassified,133,,Large Protein Complex,Organellar and Cytosolic
PMAIP1,unclassified,133,,,
RBM26 (Q5T8P6),nucleus,133,,Large Protein Complex,Broad distribution
RFXANK,unclassified,133,,,Nuclear and Cytosolic
SAC3D1,unclassified,133,,Large Protein Complex,Organellar and Cytosolic
SMAP1,unclassified,133,,Large Protein Complex,Broad distribution
TBP,nucleus,133,,,Nuclear and Cytosolic
TET2,unclassified,133,,,Mostly Nuclear
UBE2E3,unclassified,133,,,
ZC3H14 (H0YJA2),nucleus,133,,No Prediction,Mostly Nuclear
ZFP1,nucleus,133,,,Mostly Nuclear
ADAT2,cytosol,134,,,Mostly Cytosolic
CASP6,cytosol,134,,,Mostly Cytosolic
CFDP1,cytosol,134,,,Mostly Cytosolic
CIAO3,cytosol,134,,,Mostly Cytosolic
DCAF5,cytosol,134,,,
DPYSL4,cytosol,134,,,
EIF4E3,cytosol,134,,,
FCSK,cytosol,134,,,Mostly Cytosolic
FN3KRP,cytosol,134,,,Mostly Cytosolic
FUOM,cytosol,134,,,
GALM,cytosol,134,,,Mostly Cytosolic
GPS1 (A8K070),cytosol,134,,Large Protein Complex,Broad distribution
GSKIP,cytosol,134,,,Mostly Cytosolic
HERC1,cytosol,134,,,Mostly Cytosolic
HIF1AN,cytosol,134,,,Mostly Cytosolic
LHPP,cytosol,134,,,Mostly Cytosolic
MAP2K4,cytosol,134,,,Mostly Cytosolic
ME1,cytosol,134,,Large Protein Complex,Mostly Cytosolic
NGEF,cytosol,134,,,
NMT2,cytosol,134,,,
OTUB2,cytosol,134,,,
PFDN4,cytosol,134,,Large Protein Complex,Mostly Cytosolic
PHAX,cytosol,134,,Large Protein Complex,Mostly Cytosolic
PHKG2,cytosol,134,,,Mostly Cytosolic
PPCS,cytosol,134,,,Mostly Cytosolic
SCLY,cytosol,134,,,Mostly Cytosolic
ZNF277,cytosol,134,,,Organellar and Cytosolic
ANKMY2,cytosol,135,,Golgi,Mostly Cytosolic
ANXA1,cytosol,135,,Large Protein Complex,Mostly Cytosolic
BCL9,cytosol,135,,,Mostly Cytosolic
CLUH (O75153),stress_granule,135,,Large Protein Complex,Mostly Cytosolic
CRY2,cytosol,135,,,
CUL9,cytosol,135,,,Mostly Cytosolic
GPATCH11,cytosol,135,,,Nuclear and Cytosolic
GRIP1,cytosol,135,,,
